,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
hlh-10,"[0.3482101358521781, 0.10073383993056831, 0.28277256154913394, -0.07699608695878543, 0.33697310316255846, -0.3757268838219759, -0.013032638985825948, 0.32880802152948124, -0.22998745220031128, -0.08795474338006545, -0.37104780748471955, 0.08112279534398173, -0.27478609324165315, -0.00793131722519956, -0.08628723395315062, 0.1702535169627493]","[-0.40622277753137404, -0.5989195075394678, -0.24573704065622978, -0.0860716146608642, -0.12383942492467079, 0.6802471235150654, 0.38896984183222105, 0.09647265540230782, 0.6786479706079984, 0.08689144515639896, 0.5484269836270039, -0.37233827198264063, 0.6705762857664169, 0.06496923174477807, -0.30480935961540423, -0.39179439511478065]","[0.178470066110388, -0.4916222911027413, -0.3122014668151274, -0.15358365794696502, -0.23984312083439074, 0.09790812815488463, -0.4624682843756834, 0.06319753415560198, 0.5648205497324974, 0.37556326027488013, 0.4831702798174964, -0.62778783996791, 0.4759745039425149, 0.1062597728693251, -0.29731058666386817, -0.21355780346351266]","[-0.05727781236162248, -0.05072897166307573, 0.778541896119906, -0.5587786825154356, -0.17823648699145553, -0.2791445648786505, -0.056119466559305664, -0.28243146434383015, 0.1453101236383076, -0.2792221808046714, 0.21429984321615736, -0.46767289186493216, 0.15164879813198745, 0.7151091056754029, -0.5780429340380846, -0.43622226978536943]","[-0.004645480315038558, -0.5177764034700632, -0.28270877743256473, -0.21041143891089864, -0.3845352673668351, 0.5286291131415859, -0.04190068944776264, -0.1927031989172076, 0.3959064712417294, -0.1133492275385058, 0.2215990094522322, -0.1884139008489985, 0.4256456321987771, -0.0069881078966025495, -0.2783785026691166, -0.2322002500603939]"
hlh-11,"[0.24438032316050054, 0.7963251618122396, -0.30597865483510694, 0.9618856261125798, -0.6031367611873011, -0.3104254029023363, -0.21785385211214184, 0.03247453995189349, -0.6660949129372893, -0.12128418797830656, -0.5108433736560851, 0.8461469031465224, -0.6471821689544929, -0.6581289820473768, 0.6329664820252969, 0.6555780241742557]","[-0.49071660907226566, -0.9172062575716177, -0.4370245973944641, -0.15291017444271848, -0.12363840751048986, 0.8697193192412198, 0.8081984709781631, 0.08952184270340885, 0.9167578113531093, 0.13862709521157382, 0.8514503858189019, -0.5611630146704425, 0.8996357593026201, 0.11395714894339301, -0.5039310055153734, -0.5947840810216749]","[-0.776219440868668, -0.4928869898597502, 0.7296543634055543, -0.8313105061317985, 0.14016784744788152, -0.3884392209759476, -0.35731329113720245, 0.30647184031485164, 0.4336859167539402, 0.45098841300930465, 0.5231715218296853, -0.7095734891082759, 0.5891223040603876, 0.612492102484324, -0.3324836098444806, -0.20657367374335497]","[0.6367090326883541, -0.7006230459588048, -0.11481385913932794, -0.3146742161640583, 0.17680812353415232, 0.7114085793750264, 0.09108760650360874, -0.4075644148715389, 0.6926182862479238, 0.5637754823769435, 0.6953384605822592, -0.23904288371729243, 0.5867667515254529, 0.2719592599454378, -0.2909718623677553, -0.5332787058910518]","[-0.2503984713600633, -0.6292723533272948, -0.18130398842426573, -0.38008616947360163, -0.22841226840250856, 0.6834456098356676, -0.021908249893641586, -0.13872434575091355, 0.5795041155279378, -0.09511852688716846, 0.2903254597369151, -0.43284363025469086, 0.5941321124652177, 0.13247098068755925, -0.3927272097554186, -0.4451688040448915]"
hlh-12,"[-0.3327584642945225, -0.5123927464306981, -0.3259544044187125, -0.16779827386457016, 0.02534761718556601, 0.42980371983880084, 0.4994613645489371, -0.29022407394927374, 0.4464984452063102, 0.3997670321613782, 0.4903743970623991, -0.4585973166751657, 0.5363374001700549, 0.1784107048667265, -0.3918586968529571, -0.46666768720458746]",[],[],[],"[-0.20017448579800046, -0.8215421589533584, -0.48162790945888295, -0.43448212687699383, -0.3515162660736057, 0.7260725916708142, 0.34576172723646725, -0.01983226227078829, 0.6983753758499591, -0.11397756812219392, 0.37376952930977636, -0.5663151423564396, 0.7136219272244635, 0.05666852080701314, -0.5260599571436627, -0.5085930922553711]"
hlh-13,"[0.5288968511152117, 0.44811148755944574, 0.5881914244852056, 0.0784572282823987, 0.2268975462716032, -0.6864358462029633, -0.5513741918673591, 0.910183338741064, -0.5218300017760569, -0.8758425045636314, -0.6268401006712724, 0.336086824203095, -0.6158208032328056, -0.343234636686526, 0.7135226825816178, 0.6046389488750084]","[0.11373244869516509, 0.024150187977089642, -0.14205463631030807, -0.11112140091077062, 0.06359084396099962, -0.18515665697963948, -0.1583306557847777, 0.8031193999631917, 0.0024956881336038045, -0.27361196478090366, -0.10896069353270983, 0.12064402772746935, -0.14261211024770326, -0.688419280379608, 0.4334260703962127, 0.3078835709668987]","[-0.46236257879049875, 0.31115047254460965, 0.061024255270561295, -0.03620384751407532, 0.6152176421208635, -0.3463928425028477, 0.30894449830625054, 0.6250250628351763, -0.3255113818221111, -0.3860893311761651, -0.23177082681997463, -0.31563417706496866, -0.2376885987380001, -0.27936949595267124, 0.5215125222466291, 0.5976697561355975]","[-0.7673921686777192, 0.35621595653183646, -0.20512674872406927, 0.28902923339794906, 0.5045886842577456, -0.46563936582247445, 0.1802812771846677, 0.6235642348094128, -0.37780790565752, 0.2759191502108257, -0.5115204400490492, -0.03564199568366004, -0.3617653075156169, -0.44658002248159073, 0.16397099957262135, 0.5657016555400298]","[0.2070939744088224, 0.4423739812881222, 0.4392217898799524, 0.13795408466269185, 0.4247614442055496, -0.5580263038472085, -0.6515229679104907, 0.9513599836163716, -0.3470787532318098, -0.4837142664390438, -0.1720209735623455, 0.25776369053494896, -0.5247902683650746, -0.460786881065953, 0.5390292253066026, 0.48230720472508454]"
hlh-14,"[-0.08235286258726161, -0.46708790448481063, -0.4456645890854256, -0.2256816026087013, -0.5328984410898115, 0.7165209869315322, -0.24834038086959198, -0.11814935367934293, 0.610800024027365, 0.31213653310048955, 0.5765822599668485, -0.21999355134424045, 0.4398697854119119, -0.1014735976569457, -0.3735805664788645, -0.25889109230581]","[-0.712816937316613, -0.5210971908896579, 0.2617713044169362, -0.57414269784046, 0.4981026455859169, 0.5122015908559379, 0.7195413869377965, 0.06655898080623587, 0.6051654166518126, -0.2871977054357425, 0.5797029470373138, -0.7635723122358092, 0.5654860481292029, 0.6087558809593259, -0.7584112199078802, -0.7913460895404161]","[-0.7226423092978265, 0.053049249389875236, 0.3291076357630962, -0.14247512686616173, -0.17860393758624765, 0.5343358553698317, -0.1945707703949933, 0.47078721017991904, 0.007416704308788713, -0.04339887555392395, -0.17287913966914642, 0.11730255559962194, 0.0945354790195169, 0.09750032959951155, 0.07996812177021287, 0.002675899624139829]","[0.11207178958489791, -0.6437478451997294, 0.31650664075211654, -0.7264651818082231, 0.5910456056795335, 0.4094892342887113, 0.49126274549935317, -0.32911068060105997, 0.6577738938236771, 0.5774725466483533, 0.6390614705089045, -0.6784354648202529, 0.7355173680516502, 0.5689844741760895, -0.65315384179819, -0.658068023446752]","[0.30470681966974916, 0.3921146590181899, 0.22639988294239433, 0.1099909712266104, 0.3596219356423306, -0.5309360917703503, -0.39566291404924037, 0.7198241226031754, -0.3848698151045796, -0.280581444611506, -0.2191963853194202, 0.18125795859700625, -0.4578233540105996, -0.3645438983415967, 0.23973093153402164, 0.3892648390222954]"
hlh-15,"[0.19249006726207027, 0.7185257507829288, -0.3474409798921066, 0.9095751908444709, -0.6600554417897868, -0.2191766670261202, -0.23465012924119408, 0.07899561348023706, -0.5734271261000456, -0.17419338784726673, -0.3768401660955595, 0.7501836852288026, -0.5533042523596352, -0.682189392516091, 0.7119937928733415, 0.6110417452128891]","[0.2138357899723162, 0.09339164204168357, 0.04285347550413361, -0.3094519291900659, 0.12617520706151103, -0.236290840668843, 0.024862769040174905, 0.08285539581813134, -0.28025773215189437, -0.27375522555164583, -0.3126999397492412, -0.12442564426399773, -0.18178364993537005, 0.0776704104444577, -0.21109879403360304, 0.05778961944762896]","[0.37027529328141506, 0.27819520122113595, -0.11892965922571563, 0.19603970611987784, 0.4022628681713033, -0.5764631750017186, 0.3194061745023071, 0.07011838734145823, -0.3376240039325788, -0.38416831512630306, -0.08791567887407128, 0.24025960112694997, -0.4254995142397434, -0.3471794719168488, 0.4348811206430976, 0.38021290529418206]","[-0.6058102636324012, 0.2753736066616019, -0.26229624847248, 0.22603567649109957, 0.4493821204677069, -0.332230130337878, 0.37707226808156186, 0.38220624755560123, -0.3050720725759547, 0.3894851652934531, -0.4287319104879379, -0.0459206528832931, -0.2732648302904276, -0.3496393811706718, 0.0873147694743963, 0.4696245216678555]","[0.48919904334282, 0.5289549736501623, 0.13595135800614105, 0.3550190288089118, 0.14470985530872987, -0.5978492741120496, -0.5146113089521291, 0.5419519241349905, -0.5570476633749648, -0.031237343958202962, -0.5023267530504721, 0.3965913125818005, -0.5663466702654703, -0.4860541053157233, 0.32481489316861417, 0.5275491744701516]"
hlh-16,"[-0.28834675264083603, 0.055307950878416445, -0.5135097092358208, 0.4313432636651815, -0.7646353630237803, 0.5126212032209932, -0.38391196024684493, -0.16959021417827436, 0.20045216639869204, 0.4393222567283191, 0.30734252241600035, 0.09324196023406392, 0.06081918613657092, -0.38908672793246296, 0.05025901015124895, -0.05183525106709558]","[-0.5360867868535848, -0.621504186150094, -0.031606420588291675, -0.3878354282284999, 0.2088916404303487, 0.6000753943602317, 0.8060525617588951, -0.11399437311241972, 0.596198572648042, -0.13158410805421666, 0.7528095313457897, -0.6129118631806472, 0.6069325458607049, 0.5062392360361052, -0.6196839663963032, -0.6801497836808573]","[-0.5034820454217739, 0.05945932557614532, 0.12852266708099985, -0.18870215287476125, 0.41182570256308687, -0.15285913929921963, 0.21306205667763203, 0.20803084555407872, -0.08602873560789631, 0.011141999230674382, -0.10269969747763008, -0.554000933641832, 0.08831140845915751, 0.06006599846286029, 0.04838310750480042, 0.1958057842479425]","[-0.12220506314208796, 0.6554204025796881, -0.42464180479725677, 0.6548294709149052, -0.5796558740237335, -0.23295664104545383, -0.49946739799463624, 0.4399928883763923, -0.6118538045377933, -0.3274367255223769, -0.4993606558418918, 0.4420515057660701, -0.695936392025326, -0.6426740383773253, 0.6257720219933609, 0.5267193750720183]","[0.5047994709639327, 0.4711354875609119, 0.10586392063523245, 0.27929055458140695, 0.1694185601679138, -0.5716263185855813, -0.4864933709882684, 0.5711811527498337, -0.5255899659531842, -0.11174662944941312, -0.37547617665018035, 0.34833952930530465, -0.5380643253322854, -0.4757006198069937, 0.27167017451844644, 0.5059604789942908]"
hlh-17,"[-0.17361271655856142, 0.57229328534767, -0.2962658016201756, 0.8324209326403103, -0.5681101430317759, -0.04752318739748756, -0.2709718996221594, -0.06541003440593103, -0.38001669066331223, 0.17486736193330935, -0.199855219925999, 0.4511075098308943, -0.3953115376665606, -0.5016148776484346, 0.49585013327774086, 0.29450248381088606]","[-0.29528297694451205, 0.20286513877297718, 0.47414917558475295, -0.5393489798201604, 0.5841936616162097, -0.18851298674382017, -0.035356263872564825, 0.5122494310905602, -0.11255968193458545, -0.35317651306252346, -0.09166004899571822, -0.2036049837897025, -0.2153366170237127, 0.12903934750104565, 0.10368273643275176, -0.09587667440573798]","[0.45943768651682865, 0.47993372389487027, -0.18745190492209335, 0.41266843973724127, -0.04734615403649706, -0.12305084178213642, 0.3238204686285103, -0.10398735793574297, -0.46559956479096787, -0.4513638724773773, -0.4190185630077368, 0.6201810180162708, -0.564637198122988, -0.288593820101169, 0.23774159077064003, 0.39312974604719675]",[],"[0.37209862256996146, 0.12111480966614938, -0.1975494625563148, 0.2791739099024071, -0.31611039451561024, -0.2650280861275389, 0.1283581899229547, -0.06771391413492908, -0.23979631825946504, -0.1456387140319634, -0.16240411912786107, 0.4224995000139323, -0.24928382323423176, -0.21721701328759646, 0.18281747371756785, 0.35455308852566103]"
hlh-19,"[-0.38361987220385, -0.8487342904570043, -0.48106556985547977, -0.45661703395114883, -0.10409884559380805, 0.7995716907668518, 0.42204325978901625, -0.34637201914232396, 0.8294163113748253, 0.6492451096498785, 0.8396994765653872, -0.7224819891855256, 0.8223565315255739, 0.2511889712207166, -0.7141667790610763, -0.7056208231549638]","[-0.42179289279535037, -0.62724854675202, -0.188261118268708, -0.21747408695113019, 0.0872029591927592, 0.5445379934984308, 0.661497972285915, 0.10971401342103075, 0.6369704828019941, 0.005854020687799388, 0.61127339521416, -0.4795650336116466, 0.5925212065746764, 0.16226095443295552, -0.43485303066863484, -0.5063149627830352]","[-0.6323892155494284, -0.2169922169751122, 0.8820644220465855, -0.6325829046553393, 0.021320391207243605, -0.2499113137601508, -0.041125742581761396, -0.23158477239395667, 0.10254406067956058, 0.3816684912650018, 0.17005101945099121, -0.09504327673170207, 0.3193978541943491, 0.6936466242085229, -0.4526781807366878, -0.3638484414798589]","[0.5005191213952912, 0.15702982618617434, -0.24322560968161921, 0.1000931578433939, -0.6922937084547982, 0.33248040087170927, -0.040259624429153595, -0.37540162532285276, -0.11261646805871847, -0.1685708559131898, 0.0913842647726412, 0.18735985118717147, -0.08769603192458231, -0.03763257604107928, 0.18728102503909272, -0.16755933434940187]","[0.2841602380551973, 0.19566814009914635, 0.2836676070070632, -0.100728912028627, 0.37176595377715516, -0.36688968089609214, -0.47935876743619427, 0.6729783320667272, -0.237560131978605, -0.5439287006524569, -0.21603620405112595, 0.08549560222098396, -0.3068549735306903, -0.25165476908878837, -0.043780416617153206, 0.2788200228562099]"
hlh-25,"[-0.29313687776276276, -0.2502616113014645, 0.11528775557863744, -0.4301956048961224, 0.5251890475656826, 0.010342954074005402, 0.6261778791185019, -0.5296438388379014, 0.1487401293418823, 0.32612613121873013, 0.22891092464177895, -0.4178394912420161, 0.33429059964376745, 0.6420378694999774, -0.4071564558714817, -0.4437614348078556]",[],"[-0.08044851310274484, -0.48813201903691666, 0.3799023270978719, -0.4237608920418756, 0.13976914125952292, -0.23015634670622698, -0.014957526678326512, -0.723421672143316, 0.33382666771012726, 0.6370947812114454, 0.44606304130217905, -0.32944165177821494, 0.4932499514986181, 0.5197790949024479, -0.527191650785581, -0.7578088069036071]",[],[]
hlh-26,[],[],[],[],[]
hlh-29,"[-0.4443535441521935, -0.14151063099605432, 0.5443328801009506, -0.46791562259429953, 0.7671998345518041, -0.16260430502315099, 0.31115338714408075, -0.5516274210683723, 0.06410565442553212, 0.0911751326860655, -0.040449302411318284, -0.3179266113597754, 0.20765424904876836, 0.8500702721751586, -0.42523097135271215, -0.4315301256646505]",[],[],[],"[-0.3721686981727418, 0.23332231043192744, 0.7405957708706821, -0.1713662016750665, 0.5279963129195206, -0.11413506180897551, -0.29118360536491167, -0.10705677371657216, -0.03790150080607058, -0.2341898139099045, -0.49289375829214815, -0.01765456329505865, -0.07039604376516131, 0.46349974693160517, -0.22412826123525703, -0.1241622170133378]"
hmg-1.1,"[-0.5251533769427701, -0.9249967348201273, -0.46694010618995385, -0.5675499011443045, -0.1704315023762985, 0.9612721106450555, 0.2833900091085038, -0.4859810549120658, 0.9776599720030545, 0.6817489941687597, 0.9743005045196469, -0.7859310527351993, 0.9359290452037049, 0.3623058073950648, -0.7920562552538268, -0.8141417616905049]","[-0.7048319918299768, -0.9631179585106883, -0.24579004471322388, -0.35768551889019207, 0.05431237223828181, 0.9874927975638442, 0.9453454509657496, -0.031876742797656316, 0.9808635495216884, 0.08358102673391707, 0.9488521768761728, -0.7762319834650883, 0.9954321345425061, 0.46784028699986435, -0.7394304715626053, -0.8333634044474258]","[0.09401262570264474, -0.9184312615512499, 0.084127910793227, -0.5448944319584252, -0.6260600280388131, 0.13646472007665272, -0.886489588002268, -0.137018203642055, 0.9718231287019243, 0.8002100894989868, 0.8960830596374576, -0.6011252471115935, 0.874857852687348, 0.5837438316650485, -0.7491538402869116, -0.703195007372798]","[0.5510466099846415, -0.9796573056049204, 0.1782694804725522, -0.7488026851118388, 0.5438921952034687, 0.7580821731922444, 0.4593255112925175, -0.6000914604009425, 0.9725034591654453, 0.8026071446368004, 0.9336924816227516, -0.6260086782630506, 0.9434132263664169, 0.6579501671836406, -0.7133894786635434, -0.835129422477983]","[-0.6868843099000476, -0.9727620972226527, -0.33777459389021824, -0.7333435594221709, -0.09326431574993732, 0.9425244075826246, 0.8068466013400346, -0.38964383835182037, 0.9590610269201917, -0.05288655479605894, 0.7122039048982277, -0.8957496840626964, 0.9785574452910619, 0.601904439787439, -0.7790196001806258, -0.9097643609047468]"
