,BWM_anterior,BWM_far_posterior,BWM_head_row_1,BWM_head_row_2,BWM_posterior
Y116A8C.19,"[-0.3914502718967672, 0.3816323121752496, -0.4140452930810723, 0.47463597099439364, -0.28615869000436855, 0.2593796940835861, -0.410983099579065, -0.3241631766956802, -0.3510951253368195, -0.11557893820727796, -0.4844728455706088, -0.3062849229073527, -0.4177427128683218, 0.3250746441197069, 0.013665137014259365, -0.5371035839561261]",[],[],[],"[-0.5471499156273587, 0.6289735241662265, 0.054557067390878816, 0.37260595523252527, 0.6684436870066635, -0.37593911337024455, -0.2443010875153282, -0.5128418971664308, -0.16109752897271917, 0.02760410137155976, -0.3548512075658138, -0.44202081826533746, -0.2685388988875353, 0.5835080557906296, 0.9349081261628872, 0.29354600478576465]"
Y116A8C.20,"[-0.07758994440429479, -0.035123757081633844, -0.5629917737571366, 0.3175766431397007, -0.7233695961660973, 0.9178490994485653, -0.2674866848877414, 0.22892420008297518, -0.6518846306416225, -0.33087946925420586, -0.5146918060075691, 0.2137736228483264, -0.4643606433374517, -0.15316169619270553, -0.32089112405558856, -0.26825401580431496]",[],"[-0.09233802637358499, 0.014607570707997668, 0.02937185698774289, 0.049299588999103264, -0.2274787605386636, 0.7529537151379679, -0.13587737219513488, -0.030746099035640618, -0.3721516372870769, -0.16043386155723244, -0.5261306201378013, 0.09482268824231452, -0.17643020589206854, -0.072349947357718, 0.22847853430323806, -0.19206115278644928]",[],"[-0.051509504127805306, -0.06294129362599288, -0.45514936545326856, 0.11670897280815179, -0.4639193055935112, 0.5132265396134866, 0.7022836415569926, 0.3967091488382541, -0.4357774017434435, 0.1459949915863185, -0.3267774214093816, 0.3516385449026651, -0.14032499627695652, -0.11530659255240261, -0.22231007528990415, 0.6209721753787038]"
athp-3,"[0.024328291072094062, -0.06751792031903306, -0.32682015459094393, 0.06431306115183097, -0.3831043203818795, 0.7126228165529144, -0.3035775406761006, 0.1541785387179688, -0.3377767119477929, -0.15749554493744516, -0.3057046566196481, 0.10457719748088731, -0.2151430883206208, -0.1630233252459925, -0.1685654256076765, -0.22982510955207452]","[-0.23980635821471805, 0.19103830899066523, -0.21685268034754793, -0.062189267525288694, 0.4141336919473441, 0.001442076698408165, 0.7934940484536546, 0.17098039891880645, 0.18896965357391443, -0.2634004443476628, -0.22835381054936463, 0.21542479961769495, -0.26672932639824576, 0.18834936726550272, 0.4205974906753884, 0.2092910630367039]","[-0.7522295643116294, 0.8014798913046395, 0.5536905567974691, 0.6789315088247315, -0.6578566660866338, -0.24810474844184854, -0.37319789646843343, -0.6942978515807497, -0.15297800634306838, 0.08744643029000043, -0.283476939523761, -0.6878451666260983, -0.4860859456226518, 0.8582219514530803, 0.6818772133650722, -0.32261889528294413]","[-0.08096458501141819, 0.022290351518942465, -0.5026230760569782, 0.07555045271840935, -0.4304577474167014, 0.7872461752275571, -0.20035526875314866, -0.06973941159660196, -0.3800477195777423, -0.2923850783958285, -0.5921516747599045, 0.09655364147962414, -0.2769014818038755, -0.08293170035316116, -0.13228298429129112, -0.18531207420057297]","[0.248275237487818, -0.28722313019256906, -0.15130160048253669, -0.27356767081783795, -0.3827493801948795, 0.15850822512353294, -0.22184515566233767, 0.5249768798619727, -0.31723269113796854, -0.3829823397180291, 0.002967597410234016, 0.4611287700825576, 0.6712109153790944, -0.33609106303810776, -0.26284761619988106, 0.1456858736707557]"
ceh-74,"[-0.8770292141427545, 0.8588410732299575, -0.5827034836135885, 0.9310050148939449, -0.2071528053594689, 0.17336273470310842, -0.623235545038336, -0.7343825618395065, -0.6131535150425443, -0.15234975249573354, -0.9122447269444275, -0.6855498500953524, -0.883877609736381, 0.8057223354920079, 0.4727125998160139, -0.8784465997334212]","[-0.5486647474374424, 0.5011609978061796, 0.05965642386771175, 0.7569023019133315, -0.23806110628661106, 0.3596731688743224, -0.40215860567736866, -0.3212636671490611, 0.23243287541360932, 0.5669554363532465, -0.4917074472896727, -0.5558114652071706, -0.3380506910265002, 0.4443616624331529, 0.07976647871111109, -0.4669123962276919]","[-0.9325923984274945, 0.9666788378064165, 0.7694353964471257, 0.9184475096333504, -0.8113342294032182, -0.006952447254297722, -0.3248215062138417, -0.8717016767693403, -0.3290496322358695, -0.0038898886191183757, -0.5825025917774703, -0.8445689956330829, -0.692092199482484, 0.9795952935119583, 0.9115352613271944, -0.4185330713263369]","[-0.7562734379443741, 0.7175717465357874, -0.542669862635563, 0.6840961153597545, -0.7575308088821671, 0.12831775780196725, -0.07278574812662807, -0.31918817591491155, -0.4559407763083461, 0.2993797716838185, -0.3254895338895869, -0.24560670861455708, -0.8083782615134477, 0.6846485396127397, 0.6640050692306502, -0.4312759174784085]","[-0.7694715993391041, 0.7057281943397044, -0.4142388677476727, 0.9220124082235657, -0.05203729897797916, 0.44148593342232484, -0.3368230250228529, -0.4390542992716956, -0.4780702609926203, 0.6248442253548194, -0.7191361335917084, -0.6684325775553958, -0.7513765594703781, 0.6764954891937272, 0.23795347313501333, -0.3503832662163672]"
atfs-1,"[-0.20081457311008366, 0.274746134735515, 0.46904091089080935, 0.14225615021208476, 0.6025640671887557, -0.43653083799226267, 0.38136719473367214, -0.64411892612159, -0.060657821191784034, 0.7798726230945198, -0.2329958230291237, -0.5140776156323298, -0.33066941489631674, 0.3683858060585897, 0.43925398853350583, -0.05652866259622763]","[0.019869147488761424, 0.14632932283034386, -0.05806105014929458, -0.20832526933714315, 0.6802026957495685, -0.765017716590757, -0.5398175415978851, -0.6217164413979638, 0.4592485496895022, -0.22318281797484685, 0.3905052178442663, -0.4204660423774245, 0.04114526889236625, 0.23039131115458664, 0.4379598123693082, -0.41752366252760975]","[-0.7230677015671366, 0.6128745469868024, 0.4237304359347156, 0.6579019731395443, -0.8341067613145993, 0.7796016884615745, 0.016011359045897483, -0.3387248739109123, -0.9493166466675548, -0.46611438004493666, -0.7129584922621357, -0.16568772331874052, -0.37132467066967095, 0.4846636870842387, 0.5936178041931933, 0.14397002273680748]","[-0.32735755208450334, 0.2772972599936369, -0.0037616706113899057, 0.1718370048948553, -0.21315820349082032, -0.311801262646471, 0.48862360018752116, 0.21535334034686612, -0.33518586042670273, -0.02154784996966423, 0.3302084890002256, 0.18504339630494476, -0.09182119615020312, 0.29326380040047306, 0.2911361972558187, 0.17809589080236804]","[-0.07700287485952388, 0.08904004163981405, -0.12515770071107965, -0.11394971873595738, 0.048977902501268655, -0.4592945905100428, -0.15290203429737254, 0.06743885040060044, -0.23607489476762217, -0.484700890184685, 0.03109657689436854, 0.20310228453233703, 0.6000438008431523, 0.11651983602832065, 0.21101620399061177, 0.6317161458964742]"
ztf-9,"[0.6438063234822707, -0.7153440855071068, -0.06918997707479091, -0.47841163396124864, -0.5331439732236435, 0.49004924763460855, 0.03681647039889108, 0.9023509406466209, 0.12575319143127478, -0.4290082241261374, 0.5054296918054028, 0.7510917697413776, 0.6250789855201109, -0.783499556838843, -0.7510516408486564, 0.39195678839189635]","[0.4414649955257347, -0.46285074123856074, -0.07925133835039114, -0.21571823930642428, -0.519937207393069, 0.177641787420252, -0.15350280851298254, 0.412351574376918, -0.5725223387980927, 0.14144716356462927, 0.31944213398215676, 0.3504325858523165, 0.5874188257597055, -0.4969746168727809, -0.5256528542760502, 0.41165297696598285]","[0.7574208725282481, -0.7065768433022748, -0.21929374820621556, -0.5966313426425955, 0.7993085813928831, -0.1201518439758004, -0.0905395849948551, 0.2719733839920352, 0.47458288375584445, 0.6399063611231204, 0.2018056677043049, 0.2276481439529627, 0.2436108775250006, -0.6687663632890848, -0.5256869419213145, 0.016040668198628656]","[-0.7816480191019385, 0.7750110918110585, -0.4358078378059046, 0.7562503654555847, -0.7181482905310429, 0.08554607714188125, -0.25135466729652667, -0.4538261774517409, -0.39264532545670794, 0.42713015886695693, -0.38125118434195215, -0.4314596514985464, -0.7547630921611608, 0.7511371672370323, 0.7418879440504087, -0.5129230452200351]","[0.7770507344947021, -0.8360419250962483, -0.009245327872178008, -0.648664159697188, -0.6834745273051104, 0.408509858253584, 0.2045704394483169, 0.8608660519399066, 0.07817617238192283, -0.24932403537628062, 0.429907147826586, 0.7751459307053264, 0.610927795032508, -0.8878075255081483, -0.7668531819950452, -0.02253079564199746]"
klu-1,"[0.47312964255615986, -0.3759387656233554, 0.8736325711861537, -0.37953702008608625, 0.6440761469167301, -0.34183014818469526, 0.8647023857662401, -0.16886627168176285, 0.45475096041128826, 0.975771348272559, 0.34846446916821494, -0.16964505683182896, 0.23154820985436908, -0.27655502565585416, -0.1983293524216248, 0.5316890231785346]","[-0.4788902936635098, 0.49268010472803314, -0.18894985603191278, 0.4418217537822011, -0.041036418690659854, -0.266918049870976, -0.14285714285714285, -0.46837967695684446, 0.7004245689297194, 0.06271862502763276, -0.33721938005220187, -0.4659107393900109, -0.25834294467246904, 0.5313912672996514, 0.1641894632003268, -0.23800543150296732]","[0.5052010394122759, -0.41366754664737804, 0.05225760188313705, -0.3597108460482691, 0.5967941020382395, -0.30525844607168, -0.3713615968209956, -0.07132198775593253, 0.4610263425137262, 0.9181071752536977, 0.09429614674318675, -0.10634254396878318, 0.03130382383462531, -0.327636011055975, -0.27947454320631293, -0.09908390890644506]","[0.5700892984314672, -0.47229275808392857, 0.36936856520990163, -0.40065132763484806, 0.7008233999592958, -0.46432868100842783, -0.305603891550867, -0.08586944933335278, 0.9268666061265443, 0.23044028950516018, 0.3181258567123613, -0.15384053488854005, 0.21766449104604554, -0.36812424618390416, -0.3223104282672776, 0.021757025105652267]","[0.3332021639794883, -0.2718474488454262, 0.7708467534352257, -0.20618820518379177, 0.32671565568152, -0.17923062242821053, 0.24334272535250107, -0.23430889291318693, 0.6534299804521552, 0.6529155527421215, 0.4092319536378576, -0.20421469759971442, -0.03677769793269754, -0.20287575457718934, -0.22242712758584088, -0.5788850588945667]"
hizr-1,[],[],"[0.46414010236362674, -0.47126432048598804, -0.35794116491499506, -0.5123948387909901, 0.5632939563047504, -0.3698252214702049, -0.27383360262856377, 0.6523020207424701, 0.2531281006460619, -0.28827872693122153, 0.7802046256511844, 0.5059006258004078, 0.9664607235461741, -0.4443595343367285, -0.5107785011829117, 0.005807450862792743]",[],[]
ZK673.4,"[-0.4326250836349085, 0.5367182757789024, 0.2760680235279772, 0.3534397624708719, 0.5856447449561885, -0.6604070724122847, 0.05797270273041319, -0.7897516072270091, 0.195719329808267, 0.4803816802093709, -0.18619660454572678, -0.7436169975852684, -0.2539212924130563, 0.6177267231718074, 0.4720201938301312, -0.26613968139808664]","[-0.46412760480502985, 0.4417985112052541, -0.21460633478549884, 0.46002526275626693, -0.16022054365864158, 0.07186148064735808, -0.2008440458377182, -0.31718939734718543, 0.578782349228195, -0.012659193715785116, -0.4378598887484948, -0.3977510697128946, -0.3589793038524971, 0.4474911195353528, 0.07345271213184368, -0.3748244148262871]","[-0.7107461869493906, 0.6799289864304557, 0.5198128139477822, 0.7368226363951371, -0.7070275621668318, 0.5581385944247134, 0.06638820857593544, -0.625105675484261, -0.4041757687545052, -0.2955491630518221, -0.8326166390961005, -0.545237202805269, -0.7632228446992152, 0.6006487114222073, 0.80251205454227, -0.41901686622501294]","[-0.9264198187368536, 0.9384621150385818, -0.21555594718160498, 0.9153098367618471, -0.7278316375726489, 0.06239561895126214, 0.26904594743254373, -0.7905196954178756, -0.4551178443424838, 0.6998299962367187, -0.38999541265816234, -0.6364835430108277, -0.6310862177185721, 0.9649403872600493, 0.9516481200138351, -0.813842100258285]","[-0.9510643326823489, 0.9455678157657513, -0.46523825137479413, 0.8490703616354724, 0.3266321957529728, -0.021129064826092614, -0.416699517469779, -0.6498894080438168, -0.5151686259416911, 0.05841206982091207, -0.7572283377193506, -0.6904085698532615, -0.6759457452201127, 0.9394446321407106, 0.7000858046357475, 0.05657233039562451]"
nhr-255,"[0.18396923337489848, -0.2712201126275711, -0.3093734512089342, -0.2516044878956796, -0.37975945215789686, 0.3407181258156157, 0.181329581531244, 0.40237753229587964, -0.29464576498392603, -0.24499881324973177, -0.013926489348416303, 0.6005886620265082, -0.12508097192918988, -0.2919609591031654, -0.1983022047568131, 0.2928523721776507]",[],[],"[0.5700892984314672, -0.47229275808392857, 0.36936856520990163, -0.40065132763484806, 0.7008233999592958, -0.46432868100842783, -0.305603891550867, -0.08586944933335278, 0.9268666061265443, 0.23044028950516018, 0.3181258567123613, -0.15384053488854005, 0.21766449104604554, -0.36812424618390416, -0.3223104282672776, 0.021757025105652267]","[0.5036587142378867, -0.4165359401034662, 0.8831775080617843, -0.44220689417752573, 0.406446604628158, -0.34004151526423576, 0.34588374807390687, -0.15232610610847305, 0.7768297401486304, 0.46009770474364514, 0.5819026442379034, -0.04294679810018161, 0.13641692489647328, -0.34465826625138607, -0.19419279826075586, -0.4227170708889656]"
dhhc-4,"[-0.9263990842160196, 0.9494144541453003, -0.35590105599390487, 0.7118410654921502, 0.24739206970628896, -0.3096782589855076, -0.5430552460756062, -0.8337929524843508, -0.35590919152599587, -0.09166014644212084, -0.7077921220883105, -0.7245470917918211, -0.7497660034442162, 0.9630249192943683, 0.9453712535988859, -0.7066255414534741]","[-0.48684180766201735, 0.5774533851707833, 0.2586864359925654, 0.35782079799470295, 0.6638855459239009, -0.440026537115691, -0.31985292878017735, -0.7800260653216466, 0.6224515235496674, 0.1754482229933531, -0.1851161661711082, -0.702699676556779, -0.49006093827056385, 0.625112606199552, 0.6407052679969764, -0.6207826227296808]","[-0.8448654486543421, 0.880862441758099, 0.6468480631792718, 0.787083196078361, -0.786523675721723, -0.11882671290233034, -0.30791994413962, -0.7914857678706487, -0.3459034749235045, 0.16117360588800486, -0.4454047387677686, -0.7311157436198908, -0.6228761856193392, 0.9183744379374102, 0.736990117647676, -0.1579225259093167]","[-0.5116933358061814, 0.5982158994785217, 0.2334436543899299, 0.6374112416851109, -0.2842129509215714, 0.10966897915166374, -0.17137792132519605, -0.8465833373904385, -0.16244649772886333, 0.6469916919875777, -0.45298124018182534, -0.8293495249643055, -0.04406008916013587, 0.6303609131042001, 0.641407688208067, -0.7079533590634516]","[-0.7991884233692087, 0.8655444972127969, 0.034583244991006165, 0.687861979054882, 0.7290305171425318, -0.23584078907976158, -0.28157953648634004, -0.7648189986033856, -0.2133418692334154, 0.3483165560250138, -0.5834669417214495, -0.7561599133267346, -0.6180887858551023, 0.8387401986132405, 0.9477787521329263, 0.010089980031950857]"
sdz-38,"[0.741498713833482, -0.7172761169911557, 0.4333386365187315, -0.7745334546069691, 0.1903894622001683, -0.18929681581024718, 0.5989677264909703, 0.6201682810292168, 0.7543214315359842, 0.032499005898111, 0.8471097083099908, 0.5569799015254412, 0.7314359179623912, -0.6742374728750238, -0.48912748962132135, 0.8765793554419307]","[0.44294267404206494, -0.3793518204441411, -0.3388535051389753, -0.43787739298061756, -0.07569722241425014, -0.2402700660819828, -0.13028000155842723, 0.1632892272784608, -0.07279688024773964, -0.2461080979957419, 0.6867108289237565, 0.18002924478250806, 0.2823365089507466, -0.35534079758885845, -0.24836024909878937, -0.005236811086306109]","[0.3958085750439636, -0.47012438764699305, -0.6530873388904599, -0.5418938495407948, 0.2662264049421369, -0.11474705348623186, 0.2945601381987365, 0.817278830056842, -0.07917566328695641, -0.5200282396921617, 0.7191503282395344, 0.7975047959082033, 0.8172115230156451, -0.49244057208076336, -0.6676066232821374, 0.5988512178633286]","[0.4692305656571874, -0.537217107793153, 0.2983565973492594, -0.6143817009894581, 0.3580879397415454, -0.11986789000557531, 0.5655831620177606, 0.7402139013626021, -0.10632879007020055, -0.6770080932089874, 0.5455544571784647, 0.6961556251257727, 0.6443560799490915, -0.5398610052180727, -0.5491492541013657, 0.7463764210449563]","[0.08247562635315567, -0.046849931578541004, 0.35664108057503136, -0.23664855067458526, 0.38124122836886015, -0.24046362357789963, 0.5538603206692332, 0.004487477121563992, 0.024997977385185888, 0.034973623749939675, -0.04559980417679155, 0.17365881385215684, 0.2417856206849439, -0.042790290396173075, 0.21890902229314274, 0.46364634605165217]"
nhr-245,[],[],[],[],[]
nhr-247,[],[],[],[],[]
ttll-4,"[-0.8957609138216759, 0.9402232636443011, -0.1895372846094331, 0.8255374352147237, 0.3221024232831351, -0.33957840450330545, -0.3885439512607472, -0.9548365566006587, -0.2605026843257937, 0.1249459003360812, -0.7150795336346272, -0.9123184646389669, -0.7682754258999615, 0.9623375949421047, 0.8035920729189326, -0.6917221734170417]","[-0.955687332363474, 0.9774635137435972, -0.026586487680544474, 0.8441857218182586, 0.5914782708355765, -0.15432425155267587, -0.3364180233743811, -0.8097862968300968, 0.7144410996450691, 0.468309086300962, -0.7049183801228173, -0.8778382517034446, -0.45669434568948114, 0.9629279624095702, 0.8539226117103528, -0.5669787360479983]","[-0.9716376643971847, 0.9455686437844495, 0.7778771884607026, 0.9399308977525915, -0.9414674998090626, 0.37828773028867635, -0.3013506085933236, -0.7938486719916488, -0.718296845915386, -0.10221956648679237, -0.771003051899114, -0.6771356999020879, -0.6530163849960353, 0.8977304382920948, 0.9034998055941852, -0.18419143613895902]","[-0.7514406471158235, 0.835395252130352, -0.006283399048285138, 0.8564847937967986, -0.44652844575113837, -0.15517698174122052, -0.1826238702575348, -0.9361921955453564, -0.04241734714058601, 0.9051960213718265, -0.3554702917329051, -0.8997175399476367, -0.5349293781860159, 0.899456570386871, 0.9179145997099585, -0.8630510993821704]","[-0.9309322083534532, 0.9162735392734296, -0.29197049490115007, 0.9226272608465652, 0.279433207011087, -0.034210352882760656, -0.5126448781469909, -0.6653958084122671, -0.5079041655191876, 0.4220711349595839, -0.7203016654213248, -0.7695435876323814, -0.4738623158990495, 0.9276070170206802, 0.5673864489732969, -0.09678194239587093]"
ZK1320.3,"[0.09539419413456332, -0.21403066040134044, -0.518597776114833, -0.01991767160143662, -0.649255961314381, 0.7543148673360709, -0.03639660864880309, 0.40644558937877373, -0.5509611945019537, -0.34442425431856627, -0.2874864315495965, 0.5312949304607829, -0.33008400632804513, -0.29543959359762206, -0.30864347484243365, 0.05042684495640974]",[],"[-0.09233802637358499, 0.014607570707997668, 0.02937185698774289, 0.049299588999103264, -0.2274787605386636, 0.7529537151379679, -0.13587737219513488, -0.030746099035640618, -0.3721516372870769, -0.16043386155723244, -0.5261306201378013, 0.09482268824231452, -0.17643020589206854, -0.072349947357718, 0.22847853430323806, -0.19206115278644928]","[-0.379841596652277, 0.3599003945827558, -0.4362673478480964, 0.3938426061678393, -0.24977186001872265, 0.3616331136696027, 0.22679849930672874, -0.22776522251817524, -0.3811193235115644, 0.4002335252917411, -0.5475925061869964, -0.10193018858186773, -0.33013256958901177, 0.2544914536955773, 0.2370248395739325, -0.40651972390662866]","[0.7427532973369244, -0.6653155819930786, 0.7013403147071382, -0.6579786689212561, 0.14482354215038315, -0.2058330017062131, 0.25972755108637646, 0.09170212879398483, 0.8776503583526727, 0.10578894415857173, 0.7938694282108504, 0.17908891287922055, 0.12333202206374502, -0.6142310380826767, -0.3988138691541899, -0.5052035254785956]"
B0238.11,"[-0.9762660748522376, 0.9950705712699781, -0.40380274985344455, 0.850829199279536, 0.15452554670144958, -0.25883242278614516, -0.597584844893451, -0.8740445450493266, -0.39779978716454834, -0.11244170859020547, -0.7726726497402777, -0.8037785976661983, -0.787267759483627, 0.9955186459650534, 0.85075186855807, -0.8062176739516123]","[-0.7813045520151268, 0.8748855016712032, -0.28919777817576703, 0.5466781390320472, 0.7785315807584674, -0.6322192150326513, -0.399968200124466, -0.8949546305064912, 0.851357344546847, 0.22346686132952287, -0.3869057995554176, -0.8189411218019911, -0.12810463360909408, 0.9103757818287224, 0.9167272691451905, -0.3888815102917068]","[-0.9685847714972367, 0.9812667634214065, 0.7157514133852767, 0.9350944187132226, -0.8937676047733406, 0.0702038908472527, -0.1792850662110106, -0.821119375664704, -0.4451834349093568, -0.11210856847231049, -0.5954966163857942, -0.7672389305031022, -0.7016981922025267, 0.9747397139572805, 0.8831860914429357, -0.26550446835643665]","[-0.7946884807510728, 0.7884402351361665, -0.3384295632330978, 0.8059274176188466, -0.6543721222847005, 0.5026590770860913, 0.2078172710772384, -0.6449547803120131, -0.7032141901898468, 0.5516907215240184, -0.7529788467796598, -0.49018525897756493, -0.400304164736081, 0.7046412007465517, 0.6772771312304875, -0.7344571176508339]","[-0.863857837684895, 0.9287179953171176, -0.08592337759904461, 0.7386892635662881, 0.6447125256672777, -0.403194528502298, -0.5972238874271695, -0.8410490405938188, -0.22077155115726027, 0.16361196776387607, -0.49568160399078187, -0.8257270288810042, -0.4950374433557696, 0.946156465792823, 0.887473675267493, -0.051984413841750066]"
B0261.1,"[-0.9691128709655639, 0.9708287754313193, -0.47672250914751063, 0.815374123650124, 0.08365713078956533, -0.1829439399761886, -0.6754612112338692, -0.7779774246388248, -0.45877700769040397, -0.22884373458063687, -0.7746385854511216, -0.7073740923346657, -0.7710464117986782, 0.9592988185899654, 0.8794609471995123, -0.8135618548441743]","[-0.8905858112621481, 0.8763304577938644, -0.3599891669716905, 0.7003009209064714, 0.38352845660585416, -0.04144490672263304, -0.1773593875752486, -0.5727688089938616, 0.7737170947326747, 0.09771076451459748, -0.7909490404500651, -0.6285688748326811, -0.36386602937905205, 0.8640499310822596, 0.6873170422254562, -0.3894987551205244]","[-0.9213697956416242, 0.9600069499142525, 0.8228807131319255, 0.9516976387424166, -0.8028378256269411, 0.04434576206513118, -0.247213074661366, -0.9400793614295848, -0.34889441318153336, 0.10406329052377128, -0.6864694234899265, -0.8955566052255287, -0.8111165536522909, 0.9657382885915226, 0.9207549093128979, -0.36385395035925566]","[-0.7212401101911521, 0.7975272722204068, -0.13989481434812517, 0.8441178579043138, -0.40286151583779334, 0.0826030594934502, -0.31691512446543935, -0.820252387766364, -0.21490353417209546, 0.8819736781834697, -0.6186849698586931, -0.8274555636687274, -0.44690900755467766, 0.7743602667858293, 0.7899933844728628, -0.8060211069644307]","[-0.9125670554798395, 0.8928597791941222, -0.2950842836291776, 0.9699832979798921, 0.24410153046893032, 0.13495973961517466, -0.47725833718861654, -0.6904644807443642, -0.4223952497803085, 0.5467095521289629, -0.7250608342875547, -0.8426719221819122, -0.7276299369354223, 0.8928648484513657, 0.5006726364069819, -0.3152878960683381]"
B0310.2,"[-0.1841825411689541, 0.09539257210969761, -0.4259753567833012, 0.47015775876870186, -0.5754853101455679, 0.6507522373888529, -0.23880202034971007, 0.057098038362261724, -0.5408154624506316, -0.24687872430006969, -0.4861826312455459, -0.007940553943743281, -0.43191197317311725, 0.005309497753190909, -0.24491143740856333, -0.32469930028688543]","[-0.00817503217181706, -0.07192311132181906, -0.07407807318479774, 0.07916513852247917, -0.2717869636075558, 0.7393920529642063, -0.14285714285714288, 0.299781613122722, -0.21321943754773826, -0.16422549584009524, -0.25565735968039216, 0.11312389281994258, -0.2488291012402671, -0.1428890467588818, -0.19002054567657642, -0.3285046005610394]","[0.5595812854986634, -0.5163311384052935, -0.6298706333095804, -0.5344570787272103, 0.5234612962652655, -0.3644519949255773, 0.6409605737194249, 0.4178131493918098, 0.7637880230960507, -0.09385844850338643, 0.46265083986386596, 0.3062570428932635, 0.0683961322770611, -0.4728827453381927, -0.4996174556868866, -0.024631241021264263]","[0.0722477451911115, -0.18216640271988715, -0.35250833893331257, -0.22283829302740546, -0.07955537916054317, 0.201105643264183, 0.9216807971848521, 0.3691734943158693, -0.2514990365910785, -0.3030038215533861, 0.12715179845275507, 0.6302521929939212, -0.13200028713089762, -0.21622257718852073, -0.26002912920810084, 0.15262762647368758]","[0.5027684665638891, -0.42029067260040015, 0.8704853811088411, -0.435598225751836, 0.38828666494846253, -0.318109582333402, 0.3767840218171605, -0.1382191958839062, 0.7630262270820984, 0.4781924209261127, 0.5705404943092715, -0.032002242791177, 0.12911841756692632, -0.35025088556716305, -0.20576153474440745, -0.4025931085137596]"
B0336.7,"[-0.9741270880534157, 0.9772453395406261, -0.4652187664197199, 0.8424338505732488, 0.06864557206385954, -0.16776030198803335, -0.6151806354769256, -0.8428283929043832, -0.5421774356910689, -0.1168991374984763, -0.8388726515634594, -0.7297952425301062, -0.8398061221046806, 0.9706117158490782, 0.8378740581361488, -0.8420808330582715]","[-0.43558226392527366, 0.3712525014813437, 0.3308236712976944, 0.7590511709886514, -0.43095151046614744, 0.3034110714779311, -0.2736999106466836, -0.22968608720420192, -0.0350918190092321, 0.8232930885469121, -0.5011652918148732, -0.42095337312243525, -0.09522668885142663, 0.31697319239285826, -0.09706033132526465, -0.06841169060155022]","[-0.42514060147871174, 0.35707310394956454, 0.47560610623896665, 0.5123989711124649, -0.45211351930387467, 0.8509819705289089, -0.03126091488336706, -0.4041482960596377, -0.5923330820095766, -0.1678261445075678, -0.8754793277280186, -0.27974143569371757, -0.5105845800513908, 0.2328101220158053, 0.5720321812634137, -0.22224101049816336]","[-0.8337952751230389, 0.8770671444844812, 0.030848838412731172, 0.8531174589348773, -0.612108086928455, -0.06484599529192604, 0.08744179603380842, -0.8205688140006717, -0.3295597100706859, 0.6729581735897276, -0.27832406425226275, -0.7509941812613087, -0.4336090649784401, 0.9373749105443416, 0.9381757599131405, -0.7427443894072252]","[-0.9208559514611792, 0.906165336678294, -0.3562008867292751, 0.8960385396617923, 0.27947302889481995, 0.1127492090584751, -0.49255929399535325, -0.6474980790240122, -0.5021784840553946, 0.288862779269328, -0.7881243395259883, -0.7611489314941378, -0.6679606834137041, 0.8997457475511481, 0.5586037322673414, -0.23031600344873696]"
gmeb-1,"[0.28040252573716884, -0.3257501594636524, 0.023759536241448942, 0.010489541651985956, -0.3764976455850091, 0.41512259924638495, 0.3742383613443755, 0.14774147811206556, -0.3432465982213788, 0.30890639707827666, -0.11871882704137718, 0.21856192151171877, -0.11726867321802747, -0.34621160435852444, -0.6212187283852848, 0.09977667508400945]","[-0.7074113595130556, 0.727139407084707, -0.5385024087786803, 0.5334263933120497, 0.28463505954147905, -0.3907495818235141, -0.26969050125949445, -0.5430176624711491, 0.6578070166253837, 0.12281612623903625, -0.6155504288057827, -0.4905520242727248, 0.2357941530729029, 0.738952616807359, 0.5713701606232985, 0.09721038976620251]","[-0.9201725645622989, 0.945306169264166, 0.7834965478545947, 0.8831088241817678, -0.8092144562331558, 0.004695799344782231, -0.47263075941440075, -0.8326151080711817, -0.43103008230442186, 0.05387395428693001, -0.5422531184257142, -0.78730898237629, -0.5708851321273775, 0.9605383469483676, 0.8704273534534175, -0.3384285551167512]","[0.0074820198667058455, -0.07692609898253687, -0.7393154883650491, -0.03932596818837559, -0.14921532351675632, 0.3143522037988932, 0.055864350065825574, 0.20761523934109932, -0.030448455590564208, -0.044716151184853434, -0.2726334409862968, 0.371157833439154, -0.5916224836672717, -0.17040876605622815, -0.19860567587397582, -0.06173461463046664]","[-0.47569768108949134, 0.40755374404683775, -0.6278668990304554, 0.46870122508814327, -0.3215653875490009, 0.12939519682274306, -0.4774903121428423, 0.046941765716629724, -0.6595696819208472, -0.15603986244207008, -0.43623812414086116, -0.07311725641293346, 0.1033249196436655, 0.3680873881533486, 0.17622795099418154, 0.33235385298033754]"
